wallet_address,bot_type,confidence,trades,buys,sells,mints_traded,mean_buy_sol,median_hold_sec,mean_cu_price,cluster_size,burst_follow_rate,signature,reasons
141G5sqfN1Rx4yCe5okY47jzPEXh3qbgbhGPyYmn6g96,sybil,0.540,10,10,0,1,0.0052,0.0,200000,45,0.000,Sybil cluster (45 wallets) | 0.0052 SOL avg,Funding cluster: 45 wallets; Micro-buys: 0.0050 SOL median; Concentrated volume: 77.2% in smallest 8 buys
3Yu7XkzppnuzY6uwHz4jLhWyLjCrgu5wgMTgCVjbcPDP,deployer,1.000,55,27,28,24,0.0505,34.1,262202,1,0.000,Deployer (24 tokens),Created 1 token(s)
45LKwQBy58EucrGdMDFY3ChDCiqowgFSRsmv5axudvtW,deployer,1.000,123,62,61,52,0.5015,22.2,4061368,1,0.000,Deployer (52 tokens),Created 23 token(s)
4DJj34SfrfSjFNB2LzkkN1LYtp5QB2fZ2UE4WMztUaJt,deployer,1.000,99,66,33,32,0.4668,53.3,769948,57,0.000,Deployer (32 tokens),Created 10 token(s)
Anf4j2jSm8G2XVos31kTajjuw27YzCJqXhBEsomgp36K,sybil,0.500,8,4,4,4,0.0162,343.9,2753037,28,0.000,Sybil cluster (28 wallets) | 0.0162 SOL avg,Funding cluster: 28 wallets; Micro-buys: 0.0199 SOL median
5aPWwQ8fAyuJw8CkhWT776cQAw6rBgzjVqMPxZgAHar4,metric_bot,0.508,32,17,15,10,0.3739,52.7,3854166,1,0.706,Metric bot (71% burst-triggered) | 53s hold,Burst-triggered: 12/17 buys after bursts
Dtf6bC1B1ocrTUqSJsWjXNiRsDQ3hFGknFDNZ884yKGP,sybil,0.507,29,18,11,7,0.1440,105.7,2094252,47,0.000,Sybil cluster (47 wallets) | 0.1440 SOL avg,Funding cluster: 47 wallets
DmB7rHxkBKByuaR5irLv9qsCyZqE9UhJwwpmvnxtBmSV,sybil,0.500,6,4,2,1,0.1711,906.0,6666666,63,0.000,Sybil cluster (63 wallets) | 0.1711 SOL avg,Funding cluster: 63 wallets
ZM1MM2RDtDgxwffy28YBRjmLdUaVAGPkvdkefQSs4gX,sybil,0.500,4,2,2,1,0.0489,1226.8,666666,76,0.000,Sybil cluster (76 wallets) | 0.0489 SOL avg,Funding cluster: 76 wallets
6oWhRy3VJLq5Tj9Sm1iasyiDK9g8EsnEmnhRsUD1mp69,metric_bot,0.543,6,4,2,3,0.0132,1188.7,666666,1,0.250,Metric bot (25% burst-triggered) | 1189s hold,Template timing: CV=0.31; Consistent delay: std=0.00s; Template CU: variance=0
3Vi1twP2CfwUK1dT2HSHcwceWMsXPVHZVjjD7c6FS24v,metric_bot,0.537,170,91,79,51,0.0234,15.1,6666,1,0.703,Metric bot (70% burst-triggered) | 15s hold,Burst-triggered: 64/91 buys after bursts; Template CU: variance=0; Fast flips: 15.1s median hold
AxQH6QeSY4YLqDCGzHpCNckmUMX9n7mWpuKuFpZ24VhR,metric_bot,0.521,9,5,4,3,0.0833,87.1,8333333,1,0.200,Metric bot (20% burst-triggered) | 87s hold,Consistent delay: std=0.00s; Template CU: variance=0
8z9M5tQxYfuxRvHmAVdXXc4nY7fEsrTFqctXd6pJLEPZ,metric_bot,0.524,5,2,3,1,0.1975,30.4,506938,1,1.000,Metric bot (100% burst-triggered) | 30s hold,
CovFJgtvrMuoKoW2U6W4RqXpwjaie9iZvMNK4hpMc5CJ,metric_bot,0.544,29,18,11,5,0.9305,85.1,33333333,1,0.833,Metric bot (83% burst-triggered) | 85s hold,Burst-triggered: 15/18 buys after bursts; Template CU: variance=0
J3zFMhJJAi6eJ1Fmv187q5eQyAXhDgy1DmL5PnZwCbbz,sybil,0.500,11,6,5,4,0.0986,759.7,8333333,26,0.000,Sybil cluster (26 wallets) | 0.0986 SOL avg,Funding cluster: 26 wallets
5eNVESXxPKdGJyorP759b2F2dk7d4cy4gPFN5ZxsuhT6,sybil,0.512,17,9,8,6,0.7659,69.8,33333333,51,0.000,Sybil cluster (51 wallets) | 0.7659 SOL avg,Funding cluster: 51 wallets; Concentrated volume: 85.8% in smallest 8 buys
2Tt5ifJ1xcTBk5rk6ohM32mT2H1TX3byR8sL84AzKrdA,sybil,0.512,22,10,12,11,0.2493,32.7,9696969,58,0.000,Sybil cluster (58 wallets) | 0.2493 SOL avg,Funding cluster: 58 wallets; Concentrated volume: 62.7% in smallest 8 buys
7QFUMBYUnUyUwR35wMdXVcrQdjhBFJY5C3r7U3f5EctQ,sybil,0.532,3,1,2,1,0.0029,205.0,6666666,29,0.000,Sybil cluster (29 wallets) | 0.0029 SOL avg,Funding cluster: 29 wallets; Micro-buys: 0.0029 SOL median
Gmdb44yL2n5YE6hMVcdawwbZNRsqPzGUfJGzq7DRCUBV,sybil,0.500,11,6,5,5,0.0362,211.4,0,48,0.000,Sybil cluster (48 wallets) | 0.0362 SOL avg,Funding cluster: 48 wallets
AGAjT2wKtMYHJqueYgsctgBLNVasGXUUPeBTNbUiTuZw,sybil,0.508,25,18,7,5,0.0261,104.7,1040659,51,0.000,Sybil cluster (51 wallets) | 0.0261 SOL avg,Funding cluster: 51 wallets
GenHH1y4RAcDpetwZFhux7251pCMAhXyBypXSaqDesvz,sybil,0.500,19,7,12,8,0.0815,121.0,8333333,20,0.000,Sybil cluster (20 wallets) | 0.0815 SOL avg,Funding cluster: 20 wallets
9VEpLErjZnptqYRLqTtUwWWHBuMBmPDfn27gSN1a52AB,sybil,0.512,31,16,15,14,0.0177,759.3,666666,60,0.000,Sybil cluster (60 wallets) | 0.0177 SOL avg,Funding cluster: 60 wallets; Micro-buys: 0.0196 SOL median
8oQoMhfBQnRspn7QtNAq2aPThRE4q94kLSTwaaFQvRgs,sybil,0.503,27,20,7,7,1.5933,629.0,25102796,33,0.000,Sybil cluster (33 wallets) | 1.5933 SOL avg,Funding cluster: 33 wallets
Ak47BgBfbgjnFtuZpE3J3FwnVnB6uA4uFZqcN9xv72Gw,sybil,0.503,50,19,31,7,1.6512,193.2,10471592,52,0.000,Sybil cluster (52 wallets) | 1.6512 SOL avg,Funding cluster: 52 wallets
DCKXviFdhg6EiXaFLeAFE55QT99pU4ZeTP7vCUhMpCQf,deployer,1.000,102,69,33,29,0.0910,207.8,3656332,61,0.000,Deployer (29 tokens),Created 1 token(s)
AxuyMtaE3ey9TREW6rVkJDPTkPCCg3hwysnS1eiKGmVP,sybil,0.500,19,7,12,8,1.2728,30.1,12824560,51,0.000,Sybil cluster (51 wallets) | 1.2728 SOL avg,Funding cluster: 51 wallets
2huygzsWTPvFS9vM4Vt6Hu4yFWU3nbZK3UEAaYVNzrWv,sybil,0.500,19,7,12,8,1.2415,30.0,12982455,31,0.000,Sybil cluster (31 wallets) | 1.2415 SOL avg,Funding cluster: 31 wallets
5WXB4o1N53MPCPFgYHxitco2jECjLDPc1f5j6BB3DWKY,sybil,0.511,26,17,9,6,1.1177,213.4,34489586,52,0.000,Sybil cluster (52 wallets) | 1.1177 SOL avg,Funding cluster: 52 wallets
ffudwYyY7PxjDATqHPEGTY6Lqo4sefsuc6VGEUVf4PB,metric_bot,0.535,11,9,2,2,0.2606,93.2,7185318,1,0.778,Metric bot (78% burst-triggered) | 93s hold,Burst-triggered: 7/9 buys after bursts
FSp9ryQ8uoRvkYP1WP54snAPqTQT5hNbuR9BSFgwnXVn,sybil,0.514,10,8,2,2,0.2778,96.1,7173102,64,0.000,Sybil cluster (64 wallets) | 0.2778 SOL avg,Funding cluster: 64 wallets; Concentrated volume: 100.0% in smallest 8 buys
zpk6hf33N5CWzNg9S5JV7fsUf84t9ZXnKuE592obN3Z,sybil,0.519,5,3,2,4,0.0128,16078.7,6037494,9,0.000,Sybil cluster (9 wallets) | 0.0128 SOL avg,Funding cluster: 9 wallets; Micro-buys: 0.0099 SOL median
FpQb9R1cLJJfSFZk9gLYxMGEv4zeeHsNE1dGaMNWjvQE,metric_bot,0.547,11,6,5,5,0.0538,46.0,6666666,1,0.833,Metric bot (83% burst-triggered) | 46s hold,Burst-triggered: 5/6 buys after bursts; Template CU: variance=0
4j45MFJqe7RsZ8mQ2DttgGRytNz5QeqwuMW41dRHi8oU,deployer,1.000,225,128,97,96,0.2561,123.6,1000000,1,0.000,Deployer (96 tokens),Created 1 token(s)
Qpr3Fe1Zx7Bt3zZzRbTh1MWZQVgPbZiB1edrFGrdWqk,metric_bot,0.514,75,33,42,31,0.2973,9.6,4426666,1,0.697,Metric bot (70% burst-triggered) | 10s hold,Burst-triggered: 23/33 buys after bursts; Fast flips: 9.6s median hold
4nGK5PHqNt9QDzM97KjRcsSQnGgkksZBipUH6z1jEAxj,sybil,0.507,48,25,23,21,0.5671,15.9,3416666,63,0.000,Sybil cluster (63 wallets) | 0.5671 SOL avg,Funding cluster: 63 wallets
4pivHCZMDvfyz55vrXjbBsnEAzM2iwh4YEW2Bw9YjYfD,metric_bot,0.504,13,6,7,7,0.0060,73.6,73076,1,0.500,Metric bot (50% burst-triggered) | 74s hold,Consistent delay: std=0.11s
6FM2Q6rbz5yTAoRuAgEDXPC4h6MPF46wwB6wjYRNUzcm,metric_bot,0.509,11,7,4,2,1.2143,357.6,10618351,1,0.714,Metric bot (71% burst-triggered) | 358s hold,Burst-triggered: 5/7 buys after bursts
nya666pQkP3PzWxi7JngU3rRMHuc7zbLK8c8wxQ4qpT,sybil,0.500,195,97,98,98,0.6876,16.5,1089000,63,0.000,Sybil cluster (63 wallets) | 0.6876 SOL avg,Funding cluster: 63 wallets
a42kscrho8WsKwfZDpo2RcvHMESvhHpw6wwxkrXpozz,sybil,0.502,80,40,40,26,0.0220,53.4,366666,52,0.000,Sybil cluster (52 wallets) | 0.0220 SOL avg,Funding cluster: 52 wallets
DDDhJZbPDJC1zWeCAyr9c6kV5WnshJcHru4JMaiN7Cg7,sybil,0.511,28,14,14,11,0.5729,24.0,6666666,52,0.000,Sybil cluster (52 wallets) | 0.5729 SOL avg,Funding cluster: 52 wallets
AxMZ7iR9ZNBcY1JTkM94Rx5zBvJ9sK8cZ92UE6i5AsA6,metric_bot,0.545,14,7,7,2,0.2472,90.7,833333,1,0.857,Metric bot (86% burst-triggered) | 91s hold,Burst-triggered: 6/7 buys after bursts; Template CU: variance=0
BmonvUZWgFN7QzuhaL8T7rDhN8WbKDvTNQnvLPkJmVXt,metric_bot,0.518,319,123,196,81,0.5845,798.4,11000000,1,0.626,Metric bot (63% burst-triggered) | 798s hold,Burst-triggered: 77/123 buys after bursts; Template CU: variance=0
B9JWSSy7ivoHdM7F9L2516pk9biD73r7BiEyJDdYw7SB,metric_bot,0.551,31,15,16,16,0.1780,13.5,6666666,1,0.867,Metric bot (87% burst-triggered) | 14s hold,Burst-triggered: 13/15 buys after bursts; Template CU: variance=0; Fast flips: 13.5s median hold
yaPixBzUYQMBH9EY8jRhM5XW1kVr4bmEuabxNRVL12o,sybil,0.541,10,10,0,1,0.0049,0.0,200000,53,0.000,Sybil cluster (53 wallets) | 0.0049 SOL avg,Funding cluster: 53 wallets; Micro-buys: 0.0050 SOL median; Concentrated volume: 76.6% in smallest 8 buys
2qZwLBWhmnpsUSdUQA3qwsP7vRU2BJoKbByp31Y6gYnA,sybil,0.516,18,9,9,8,0.0329,80.7,1000000,60,0.000,Sybil cluster (60 wallets) | 0.0329 SOL avg,Funding cluster: 60 wallets; Micro-buys: 0.0182 SOL median; Concentrated volume: 64.0% in smallest 8 buys
8QUrWdZfxmrvjwQQG5FVV2bMCvQH1MaRgZGvuHNuKLAW,sybil,0.511,29,15,14,12,0.2412,55.6,2278160,54,0.000,Sybil cluster (54 wallets) | 0.2412 SOL avg,Funding cluster: 54 wallets
8AaZKu2HABtPTwvdnDgtuyqpN8q34zu9yDBDGNrAtXwx,metric_bot,0.569,9,4,5,5,0.1393,512.8,6666666,1,0.750,Metric bot (75% burst-triggered) | 513s hold,Template timing: CV=0.39; Template CU: variance=0
5scomSBd7St6mTuBHV5wZmWdLxPgA6bTaxfEwMEvVkRc,sybil,0.540,83,41,42,38,0.0010,39.0,66667,38,0.000,Sybil cluster (38 wallets) | 0.0010 SOL avg,Funding cluster: 38 wallets; Micro-buys: 0.0010 SOL median
FAjy79ncahjN7kMQZsowwRK3mhXTnc3bPHkX3HxUv8y6,sybil,0.500,7,3,4,3,0.7991,118.7,29047618,59,0.000,Sybil cluster (59 wallets) | 0.7991 SOL avg,Funding cluster: 59 wallets
aUytiVQy8yuR1JsvBviMX8455W7K68amxi4meU2gFqi,sybil,0.500,7,3,4,3,0.0521,209.1,6666666,54,0.000,Sybil cluster (54 wallets) | 0.0521 SOL avg,Funding cluster: 54 wallets
CtJQ6uSe9z1iKshTk9AkWLndrCACjY9AioxX3mos9VRi,sybil,0.528,27,20,7,1,0.0071,2024.8,0,54,0.000,Sybil cluster (54 wallets) | 0.0071 SOL avg,Funding cluster: 54 wallets; Micro-buys: 0.0078 SOL median
DJNoRPAVCxirdRYArU7cz6qE9p57hgbMRGjgx7cQGUXP,sybil,0.500,3,1,2,1,0.2833,4.6,50000,62,0.000,Sybil cluster (62 wallets) | 0.2833 SOL avg,Funding cluster: 53 wallets
GRESESGooMGrYtj3jsVTWWE7fKmdERsuvimWjKAknEmE,sybil,0.501,59,44,15,7,0.1622,266.6,133333,60,0.000,Sybil cluster (60 wallets) | 0.1622 SOL avg,Funding cluster: 60 wallets
AYygX3zyCi4chyy7AASEHtUr18rWABqemRPV6AEHt8L6,deployer,1.000,42,17,25,17,1.8289,22.8,4631014,1,0.000,Deployer (17 tokens),Created 15 token(s)
gXzKcqHbo6LAbyr4mWzNuD8Wo8nDMy8BAkN5MRARy4m,sybil,0.501,275,132,143,132,0.3078,3.3,3382212,63,0.000,Sybil cluster (63 wallets) | 0.3078 SOL avg,Funding cluster: 63 wallets
FhaP5h3yyvsH1XkFSkTKLMV1XR8Q3D1wZpoSx6Sppd2v,sybil,0.500,4,2,2,3,0.0538,36.3,96166666,55,0.000,Sybil cluster (55 wallets) | 0.0538 SOL avg,Funding cluster: 55 wallets
4cE2EqfLnk8jx1feUa4vnLGSui7GGaHRJ7WBtSQbizc6,sybil,0.505,74,37,37,37,0.0580,4.4,500000,63,0.000,Sybil cluster (63 wallets) | 0.0580 SOL avg,Funding cluster: 63 wallets
Ed1a6iK1HNMTm56GVYUSkbRPajuaAJsrdGFAVomLvi8D,sybil,0.501,374,187,187,187,0.0522,2.0,100000,63,0.000,Sybil cluster (63 wallets) | 0.0522 SOL avg,Funding cluster: 63 wallets
AxPXTzKBQMafGpmruEkkKjxAntP9ixcijAq1ARCdCkLh,sybil,0.500,4,2,2,2,0.0513,463.3,6666666,58,0.000,Sybil cluster (58 wallets) | 0.0513 SOL avg,Funding cluster: 58 wallets
HW54Bm9hxMBdTtwPu6DKQrxXvBtRz8DKecfiJqamS9wK,sybil,0.535,110,98,12,6,0.1845,175.6,2535771,38,0.000,Sybil cluster (38 wallets) | 0.1845 SOL avg,Funding cluster: 38 wallets; Micro-buys: 0.0011 SOL median
7GpQkjiAd1wTyK1y9W14zWEBw275Y9kvjBFgg8ZNJLw5,metric_bot,0.512,298,149,149,149,0.5074,1.1,280000,1,0.658,Metric bot (66% burst-triggered) | 1s hold,Burst-triggered: 98/149 buys after bursts; Fast flips: 1.1s median hold
Hw5UKBU5k3YudnGwaykj5E8cYUidNMPuEewRRar5Xoc7,sybil,0.512,18,10,8,8,1.3444,166.1,8518518,30,0.000,Sybil cluster (30 wallets) | 1.3444 SOL avg,Funding cluster: 30 wallets; Concentrated volume: 70.9% in smallest 8 buys
7W6Ay62fLGCuff4cXbda5XgAxgAwQHKbap7MRNfTFNaM,sybil,0.525,3,3,0,3,0.0082,0.0,140394,58,0.000,Sybil cluster (58 wallets) | 0.0082 SOL avg,Funding cluster: 58 wallets; Micro-buys: 0.0067 SOL median
aA7Cp4qDYyZL13xzH1Fcu7BQfyjC7Gj6UucxEw6VwbU,sybil,0.540,10,10,0,1,0.0054,0.0,200000,58,0.000,Sybil cluster (58 wallets) | 0.0054 SOL avg,Funding cluster: 58 wallets; Micro-buys: 0.0054 SOL median; Concentrated volume: 78.4% in smallest 8 buys
DhFMJnhJSzyonrD9tcAzx3UPVmdr4f71qNDH4B1ME3qw,deployer,1.000,45,21,24,16,0.6567,50.0,1637036,6,0.000,Deployer (16 tokens),Created 1 token(s)
HydpmNDeUbRqdxPqP82YZxD5WgLceqFSFEZaSn2y4Q6d,sybil,0.500,6,3,3,4,0.4771,1061.4,10492097,63,0.000,Sybil cluster (63 wallets) | 0.4771 SOL avg,Funding cluster: 63 wallets
GLXaUYkMoUpbz5ht9dxgZGjqisG4xcfBwcsju4bEQufi,metric_bot,0.539,10,5,5,5,0.0684,40.2,8333333,1,0.200,Metric bot (20% burst-triggered) | 40s hold,Template timing: CV=0.33; Consistent delay: std=0.00s; Template CU: variance=0
7gJf3CWHdCBRuC63rpQcf81ag89WELovQ37p5cEzATnD,sybil,0.512,17,9,8,7,0.0993,193.3,1000000,63,0.000,Sybil cluster (63 wallets) | 0.0993 SOL avg,Funding cluster: 63 wallets; Concentrated volume: 71.6% in smallest 8 buys
8VQ1vwXD2t7QSLanFe9AjoPBcpjGrQ5JJocQBUUrKCvv,sybil,0.519,9,6,3,3,0.0088,199.9,8333333,43,0.000,Sybil cluster (43 wallets) | 0.0088 SOL avg,Funding cluster: 43 wallets; Micro-buys: 0.0099 SOL median
CxFz5kiFkdE7sUj3d18YeHGonwPQzfucoDA4pTopU1cX,metric_bot,0.547,24,11,13,7,0.0327,59.5,666,1,0.909,Metric bot (91% burst-triggered) | 60s hold,Burst-triggered: 10/11 buys after bursts; Template CU: variance=0
6GGPv6rRD64FUQMEURv6wqwrMF4guCtcA8vgHJnhodN8,sybil,0.500,7,5,2,1,0.2308,83.6,66666,43,0.000,Sybil cluster (43 wallets) | 0.2308 SOL avg,Funding cluster: 43 wallets
3Pg6MrJupDevg2R6PoQsnvwLm7Wb9DRdFfSm2pxPAAWV,metric_bot,0.512,11,10,1,1,0.0050,2074.4,200000,1,0.000,Metric bot (0% burst-triggered) | 2074s hold,Template timing: CV=0.01; Template CU: variance=0
GR9vBKnAv5ugMBQxYUXtBKBoqA6jcHX1TT4ZihtxDj4L,sybil,0.509,4,1,3,2,0.0150,2501.7,206294,30,0.000,Sybil cluster (30 wallets) | 0.0150 SOL avg,Funding cluster: 30 wallets; Micro-buys: 0.0150 SOL median
DGhUHR5o3MMS9mFXCHVwuJ5VkvM9vy7HTTLQuQH2xyaW,sybil,0.500,8,7,1,1,0.1425,1709.8,2000000,45,0.000,Sybil cluster (45 wallets) | 0.1425 SOL avg,Funding cluster: 45 wallets
FMKHMmyunGi6TqDsiSDDoHGtDpuqcf2yLk6NKfvfm6t7,deployer,1.000,1,1,0,1,0.0262,0.0,1000000,1,0.000,Deployer (1 tokens),Created 1 token(s)
9yWSo6cFzJaFHkE4Qv6nNo4mULZqGDr6p5w388XdygDS,sybil,0.500,8,4,4,4,0.0328,332.7,5484114,57,0.000,Sybil cluster (57 wallets) | 0.0328 SOL avg,Funding cluster: 57 wallets
9zmiwNonfBaCk3MK8muAQufDVnzEGn6pVwDmYrHEpSk6,metric_bot,0.502,22,12,10,10,0.1841,94.1,1000000,1,0.500,Metric bot (50% burst-triggered) | 94s hold,Burst-triggered: 6/12 buys after bursts; Template CU: variance=0
7fMASLBjH48R3rLhqz6GYjcbna42m6SVkiC1eh7XMBrc,sybil,0.510,32,13,19,3,0.0788,167.7,1189046,52,0.000,Sybil cluster (52 wallets) | 0.0788 SOL avg,Funding cluster: 52 wallets
BnSKsJ9Y3UifMJrwVv5j1E32ULjb4ao7z5oaAhPFwEaU,sybil,0.510,24,13,11,6,0.3144,110.7,30558,31,0.000,Sybil cluster (31 wallets) | 0.3144 SOL avg,Funding cluster: 31 wallets
4vMePXsHP9MFm2Aumd4jCxQUUTyLwb8DRvWcoGVXHpPP,sybil,0.504,37,22,15,11,1.1064,678.4,8333333,28,0.000,Sybil cluster (28 wallets) | 1.1064 SOL avg,Funding cluster: 28 wallets
2Qj5FgoKLhvkQ89oWKg2ffRiswAW6FhFiQPHieiGcJsy,deployer,1.000,39,27,12,12,0.1473,351.9,914415,65,0.000,Deployer (12 tokens),Created 3 token(s)
6npwSKpTw3jHHYTG1hjKiHmqwZ9AvfUWu5kqMG1f5xji,sybil,0.501,57,38,19,10,0.0886,64.0,46266,56,0.000,Sybil cluster (56 wallets) | 0.0886 SOL avg,Funding cluster: 56 wallets
4PQUwresSys8hdDD3JFvEw515Dtx6aeV5wuZNi3VAYRP,sybil,0.520,83,62,21,22,0.0314,46.0,666666,62,0.000,Sybil cluster (62 wallets) | 0.0314 SOL avg,Funding cluster: 62 wallets; Micro-buys: 0.0098 SOL median
FNwmxLf3c5qCJdVEzCSP2eyZse8XYdRK5SUitKcDWwWV,sybil,0.512,24,12,12,8,1.0267,30.6,4166666,57,0.000,Sybil cluster (57 wallets) | 1.0267 SOL avg,Funding cluster: 57 wallets; Concentrated volume: 60.3% in smallest 8 buys
5B52w1ZW9tuwUduueP5J7HXz5AcGfruGoX6YoAudvyxG,metric_bot,0.530,38,29,9,9,1.0099,99.5,33333333,1,0.690,Metric bot (69% burst-triggered) | 99s hold,Burst-triggered: 20/29 buys after bursts; Template CU: variance=0
FWQ3sv51J5P7o6UwNFuT612HUG2CitRT8AJTtWS6Qs5G,sybil,0.504,29,19,10,8,0.3105,54.9,26245838,11,0.000,Sybil cluster (11 wallets) | 0.3105 SOL avg,Funding cluster: 11 wallets
Be5Rwuyuh13YfqoyACYuz6qhJZh19StC3rEXC3hKutmd,sybil,0.503,59,34,25,9,0.5459,81.7,159927,61,0.000,Sybil cluster (61 wallets) | 0.5459 SOL avg,Funding cluster: 61 wallets
Hi5L77tHdVs34DWG1zQ8LgdNLVqtVwB8Dy8kNwg7FSLd,metric_bot,0.509,12,10,2,2,0.0101,1127.3,14181679,1,0.700,Metric bot (70% burst-triggered) | 1127s hold,Burst-triggered: 7/10 buys after bursts
EmV8GrHnsKUhTBwkHzk8yZHaC4oFRMvE31JGu2porgbF,sybil,0.512,23,12,11,7,0.1141,247.0,6666666,64,0.000,Sybil cluster (64 wallets) | 0.1141 SOL avg,Funding cluster: 64 wallets; Concentrated volume: 57.1% in smallest 8 buys
BFDpUMoeZJ8KBz9bp7e9dvqehhU4jAQ2xWE47Tb7kBbM,metric_bot,0.511,11,6,5,5,0.1206,163.8,3766934,1,0.667,Metric bot (67% burst-triggered) | 164s hold,
51FQrjYgw3VHrXEDFQfS3EDGhBgREZyXWCovpjvyKDn2,sybil,0.501,29,18,11,6,0.4325,60.8,259079,62,0.000,Sybil cluster (62 wallets) | 0.4325 SOL avg,Funding cluster: 62 wallets
46iaV6bdqCzbrE65unWjzMypwsmp8gWWz25DmSVRgA11,sybil,0.501,349,175,174,77,0.2109,80.5,100000,61,0.000,Sybil cluster (61 wallets) | 0.2109 SOL avg,Funding cluster: 61 wallets
nchAiavjtLLHebdGEJygiXcnsbuumaxYsJMspRaM51A,metric_bot,0.524,10,5,5,3,0.0325,2131.3,1701119,1,0.600,Metric bot (60% burst-triggered) | 2131s hold,Consistent delay: std=0.15s
3c6Liiy6Tx198DkuAgxpDiTarhnvWt7nW7Cdh6xxn5a2,sybil,0.511,23,13,10,7,0.1316,164.2,666666,61,0.000,Sybil cluster (61 wallets) | 0.1316 SOL avg,Funding cluster: 61 wallets
BCW9P64MCM7HkPV3y2ZfRkSo6yeDTr1gF8EWSCxREj89,sybil,0.541,11,10,1,1,0.0046,2064.7,200000,42,0.000,Sybil cluster (42 wallets) | 0.0046 SOL avg,Funding cluster: 42 wallets; Micro-buys: 0.0045 SOL median; Concentrated volume: 77.0% in smallest 8 buys
Fhwk2Y7VYXbcvCvJv643bRdSWvZhVBbgbTnVzNx5yfyu,sybil,0.500,10,5,5,5,0.1076,154.7,666666,62,0.000,Sybil cluster (62 wallets) | 0.1076 SOL avg,Funding cluster: 62 wallets
HHytUSGai86un4XS8KFty9zw5vfJ9usmWGt8sc9WWCCx,sybil,0.502,33,22,11,6,0.8017,596.1,30000,12,0.000,Sybil cluster (12 wallets) | 0.8017 SOL avg,Funding cluster: 12 wallets
GpsKa1iixP2c149dZf4a315jTfBTZoBixayq5d4CmEkD,sybil,0.512,17,8,9,6,0.7420,58.7,9568627,60,0.000,Sybil cluster (60 wallets) | 0.7420 SOL avg,Funding cluster: 60 wallets; Concentrated volume: 100.0% in smallest 8 buys
5vQ615wSW9V8u6k5g9iS7Ci6BVR7fxRNrLC1GrBXsS38,sybil,0.512,17,8,9,6,0.7425,58.7,9568627,60,0.000,Sybil cluster (60 wallets) | 0.7425 SOL avg,Funding cluster: 60 wallets; Concentrated volume: 100.0% in smallest 8 buys
EpFGvJk8GAex5p5BWgFj34Big6LEeSHNFbXfL5siwC3y,sybil,0.512,17,8,9,6,0.7317,58.7,9568627,41,0.000,Sybil cluster (41 wallets) | 0.7317 SOL avg,Funding cluster: 41 wallets; Concentrated volume: 100.0% in smallest 8 buys
6BSR16QDN8rK24Vt2hE8CHEH3jshEGixbcyc7zs9YEdw,sybil,0.512,17,8,9,6,0.7171,58.8,9568627,41,0.000,Sybil cluster (41 wallets) | 0.7171 SOL avg,Funding cluster: 41 wallets; Concentrated volume: 100.0% in smallest 8 buys
4H46mcGrhy7XvKEJVqiuv3d1sfWQVtPJ8cm2wy5W1L4t,metric_bot,0.501,27,18,9,6,0.5275,891.0,5275735,1,0.667,Metric bot (67% burst-triggered) | 891s hold,Burst-triggered: 12/18 buys after bursts
6L8iCHWwU6UAzgfYLWc27jEnGk2Hn3UZxMm7oY5Q8AWu,sybil,0.530,3,1,2,1,0.0039,0.0,141309,60,0.000,Sybil cluster (60 wallets) | 0.0039 SOL avg,Funding cluster: 60 wallets; Micro-buys: 0.0039 SOL median
F7kVF14nkVzEa831LgZkHTuqG96Wsu7kuWyme8Rz8bs7,sybil,0.531,4,1,3,1,0.0034,3290.5,64687,60,0.000,Sybil cluster (60 wallets) | 0.0034 SOL avg,Funding cluster: 60 wallets; Micro-buys: 0.0034 SOL median
GoSC75N1jTdG9pChg2CZUEnmvSeFVVnP7iowUVQxC8oS,sybil,0.500,3,0,3,1,0.0000,0.0,67500,43,0.000,Sybil cluster (43 wallets) | 0.0000 SOL avg,Funding cluster: 43 wallets; Micro-buys: 0.0200 SOL median
ER6mLPhuQLTRTfDDtQDXxymAxyupP9FGeuAjxugQWaax,sybil,0.530,4,1,3,1,0.0039,789.6,71718,60,0.000,Sybil cluster (60 wallets) | 0.0039 SOL avg,Funding cluster: 60 wallets; Micro-buys: 0.0039 SOL median
FVwxqqsmioxzdVTpdxTLEQBSdKtKC57bSKif5fVJjXpH,sybil,0.512,16,8,8,8,0.3395,32.9,7569125,43,0.000,Sybil cluster (43 wallets) | 0.3395 SOL avg,Funding cluster: 43 wallets; Concentrated volume: 100.0% in smallest 8 buys
FxfGLKrjfBxmUAFpzdNgiL6mNj1kdteR76E9RCp3kBuW,sybil,0.500,4,2,2,2,0.0782,32.9,6666666,59,0.000,Sybil cluster (59 wallets) | 0.0782 SOL avg,Funding cluster: 41 wallets
B8PGTzPm9NCNqjmcymk2kUyfGZwvq2VAnmdBzGZvsCQV,metric_bot,0.534,55,28,27,23,0.0540,72.0,666666,1,0.714,Metric bot (71% burst-triggered) | 72s hold,Burst-triggered: 20/28 buys after bursts; Template CU: variance=0
CaAWxC4fV67obFL5ELZitAcF7m7KYU9H2TgAFEdEU5yf,sybil,0.530,3,1,2,1,0.0038,0.0,52500,23,0.000,Sybil cluster (23 wallets) | 0.0038 SOL avg,Funding cluster: 23 wallets; Micro-buys: 0.0038 SOL median
